"collection","n_t","trial","actual","KD","ML","MSQD","RES","SHw","SHwo"
"adhoc7",90,453,0.898154,0.870483,0.874371,0.872228,0.876748,0.925304,0.920865
"adhoc7",100,453,0.868763,0.864241,0.867004,0.865791,0.869103,0.911787,0.91593
"adhoc7",10,454,0.661654,0.703952,0.685366,0.655643,0.732211,0.698617,0.617227
"adhoc7",20,454,0.652085,0.714873,0.721451,0.703447,0.739582,0.772395,0.694057
"adhoc7",30,454,0.784005,0.784316,0.788644,0.780017,0.799504,0.831682,0.808956
"adhoc7",40,454,0.840738,0.794183,0.80026,0.793262,0.808106,0.852451,0.828254
"adhoc7",50,454,0.828435,0.805857,0.810163,0.805179,0.816269,0.859567,0.853045
"adhoc7",60,454,0.830485,0.870723,0.874425,0.871786,0.877742,0.924153,0.920913
"adhoc7",70,454,0.890636,0.855489,0.860008,0.857077,0.863556,0.905877,0.911989
"adhoc7",80,454,0.917977,0.86834,0.871375,0.870594,0.873761,0.922867,0.914988
"adhoc7",90,454,0.88175,0.862539,0.866324,0.864368,0.868871,0.916502,0.908233
"adhoc7",100,454,0.894737,0.88696,0.889342,0.888162,0.891522,0.936473,0.934532
"adhoc7",10,455,0.668489,0.667873,0.658019,0.628142,0.69951,0.669089,0.504981
"adhoc7",20,455,0.727956,0.68747,0.691318,0.673965,0.710552,0.721704,0.647423
"adhoc7",30,455,0.807929,0.769809,0.775848,0.76582,0.787242,0.820613,0.793555
"adhoc7",40,455,0.831169,0.826241,0.829775,0.823785,0.837083,0.878805,0.874813
"adhoc7",50,455,0.869446,0.8281,0.833382,0.828508,0.838659,0.890055,0.883058
"adhoc7",60,455,0.82365,0.852841,0.857044,0.853798,0.861063,0.911508,0.906169
"adhoc7",70,455,0.830485,0.847311,0.849906,0.847254,0.853302,0.898988,0.896106
"adhoc7",80,455,0.879699,0.862331,0.866422,0.863914,0.869801,0.916334,0.913491
"adhoc7",90,455,0.851675,0.86833,0.870651,0.869542,0.873481,0.923117,0.914277
"adhoc7",100,455,0.874915,0.870689,0.873093,0.871775,0.875145,0.922389,0.919119
"adhoc7",10,456,0.531784,0.646122,0.638095,0.606616,0.681081,0.646204,0.547872
"adhoc7",20,456,0.72864,0.800462,0.80691,0.791945,0.822294,0.846863,0.840217
"adhoc7",30,456,0.831169,0.769645,0.775,0.764758,0.786113,0.815892,0.781278
"adhoc7",40,456,0.784005,0.826169,0.831308,0.824651,0.838007,0.872826,0.869938
"adhoc7",50,456,0.836637,0.835518,0.841029,0.835573,0.846199,0.891039,0.888876
"adhoc7",60,456,0.819549,0.822353,0.82742,0.823073,0.8318,0.882162,0.869784
"adhoc7",70,456,0.830485,0.852046,0.856734,0.853307,0.860215,0.906049,0.903549
"adhoc7",80,456,0.866712,0.871487,0.875041,0.872616,0.877728,0.922076,0.920736
"adhoc7",90,456,0.846206,0.877532,0.88007,0.878852,0.882379,0.928701,0.927325
"adhoc7",100,456,0.879699,0.882066,0.885729,0.884226,0.887526,0.933992,0.931684
"adhoc7",10,457,0.520164,0.756234,0.751204,0.724052,0.785688,0.821525,0.726715
"adhoc7",20,457,0.755297,0.74555,0.748644,0.73342,0.767437,0.757639,0.753931
"adhoc7",30,457,0.822283,0.772518,0.778609,0.767746,0.789885,0.822262,0.803567
"adhoc7",40,457,0.828435,0.812807,0.817351,0.811741,0.824589,0.873595,0.849797
"adhoc7",50,457,0.834586,0.833299,0.836207,0.832391,0.841448,0.886799,0.878308
"adhoc7",60,457,0.847573,0.834466,0.83905,0.835011,0.843126,0.886579,0.88607
"adhoc7",70,457,0.859877,0.863885,0.867775,0.86511,0.870364,0.914676,0.915784
"adhoc7",80,457,0.897471,0.866098,0.87008,0.867554,0.872889,0.916384,0.920552
"adhoc7",90,457,0.87013,0.866976,0.871028,0.868985,0.873431,0.923192,0.917484
"adhoc7",100,457,0.867396,0.891843,0.894684,0.893293,0.896519,0.942,0.941557
"adhoc7",10,458,0.697198,0.712292,0.692886,0.669814,0.736954,0.702812,0.576889
"adhoc7",20,458,0.78674,0.739808,0.741128,0.729001,0.758986,0.770163,0.697172
"adhoc7",30,458,0.787423,0.796272,0.804481,0.793637,0.813808,0.847009,0.836035
"adhoc7",40,458,0.730007,0.82656,0.829926,0.825007,0.837466,0.878295,0.867777
"adhoc7",50,458,0.835954,0.844553,0.847618,0.843919,0.852016,0.898735,0.891315
"adhoc7",60,458,0.844156,0.858114,0.860395,0.857706,0.864247,0.909924,0.906331
"adhoc7",70,458,0.844156,0.859785,0.864148,0.861277,0.86695,0.913888,0.906671
"adhoc7",80,458,0.867396,0.859756,0.864461,0.862133,0.866632,0.911592,0.911447
"adhoc7",90,458,0.868763,0.869808,0.873537,0.871802,0.876083,0.926374,0.919908
"adhoc7",100,458,0.849624,0.872198,0.874853,0.87335,0.876783,0.923733,0.92892
"adhoc7",10,459,0.775803,0.711988,0.702564,0.67112,0.746199,0.72983,0.706651
"adhoc7",20,459,0.757348,0.787117,0.788505,0.775817,0.804301,0.843392,0.784633
"adhoc7",30,459,0.727273,0.78413,0.787961,0.778368,0.800116,0.834688,0.82139
"adhoc7",40,459,0.827751,0.802802,0.80664,0.800049,0.814419,0.852765,0.833525
"adhoc7",50,459,0.892003,0.832757,0.837545,0.833301,0.84271,0.884559,0.886151
"adhoc7",60,459,0.826384,0.843509,0.848207,0.844959,0.852131,0.899382,0.892598
"adhoc7",70,459,0.885167,0.871972,0.875059,0.872847,0.877936,0.921575,0.925365
"adhoc7",80,459,0.878332,0.863131,0.866948,0.8646,0.869224,0.921266,0.913724
"adhoc7",90,459,0.874915,0.875435,0.87834,0.87668,0.880347,0.92494,0.92397
"adhoc7",100,459,0.874231,0.884859,0.888646,0.887015,0.890986,0.93639,0.934837
"adhoc7",10,460,0.701982,0.634671,0.625327,0.592076,0.671841,0.678795,0.483138
"adhoc7",20,460,0.738209,0.726466,0.729759,0.713732,0.749492,0.769867,0.712597
"adhoc7",30,460,0.857143,0.785943,0.79319,0.782597,0.803753,0.830936,0.830896
"adhoc7",40,460,0.801094,0.823134,0.828018,0.822166,0.834297,0.880168,0.867197
"adhoc7",50,460,0.848941,0.821859,0.825802,0.822088,0.831414,0.878109,0.862372
"adhoc7",60,460,0.838004,0.833908,0.838443,0.834831,0.842306,0.892512,0.882438
"adhoc7",70,460,0.86056,0.839457,0.842824,0.840334,0.846812,0.891268,0.884377
"adhoc7",80,460,0.897471,0.844674,0.848204,0.846353,0.850957,0.898948,0.893753
"adhoc7",90,460,0.861928,0.867009,0.871277,0.869165,0.874015,0.923073,0.917645
"adhoc7",100,460,0.894053,0.875214,0.878456,0.877193,0.879943,0.927382,0.927272
"adhoc7",10,461,0.561859,0.639016,0.628839,0.600582,0.669981,0.616058,0.437744
"adhoc7",20,461,0.746411,0.736042,0.732666,0.720314,0.75198,0.751911,0.70965
"adhoc7",30,461,0.747095,0.795401,0.798069,0.790292,0.808936,0.845937,0.829893
"adhoc7",40,461,0.775803,0.814352,0.820875,0.814541,0.827506,0.86374,0.854164
"adhoc7",50,461,0.834586,0.851871,0.853786,0.850488,0.858702,0.908872,0.892198
"adhoc7",60,461,0.852358,0.848826,0.85166,0.849051,0.855822,0.904431,0.898463
"adhoc7",70,461,0.85851,0.862464,0.865498,0.863076,0.86883,0.915117,0.912489
"adhoc7",80,461,0.857143,0.864666,0.868398,0.866187,0.871239,0.919144,0.915875
"adhoc7",90,461,0.855092,0.874299,0.878358,0.876267,0.880597,0.92334,0.922972
"adhoc7",100,461,0.848941,0.859507,0.862291,0.860913,0.864613,0.915605,0.910481
"adhoc7",10,462,0.605605,0.670494,0.662924,0.631868,0.703383,0.711366,0.551508
"adhoc7",20,462,0.756664,0.756334,0.762375,0.746087,0.780418,0.814811,0.765104
"adhoc7",30,462,0.747779,0.757148,0.762546,0.751863,0.774378,0.802965,0.763461
"adhoc7",40,462,0.863978,0.828455,0.832929,0.826706,0.839885,0.884886,0.874414
"adhoc7",50,462,0.830485,0.818681,0.821921,0.817838,0.827638,0.877009,0.863299
"adhoc7",60,462,0.822283,0.82471,0.830622,0.826606,0.834976,0.883068,0.873116
"adhoc7",70,462,0.882433,0.846427,0.851051,0.847648,0.854812,0.89932,0.901154
"adhoc7",80,462,0.885851,0.870107,0.873977,0.871872,0.876464,0.925599,0.921425
"adhoc7",90,462,0.848941,0.876127,0.879463,0.877631,0.881725,0.930135,0.921701
"adhoc7",100,462,0.866712,0.87987,0.883086,0.881584,0.884912,0.935039,0.929652
"adhoc7",10,463,0.70745,0.630297,0.622331,0.588474,0.667241,0.657412,0.455599
"adhoc7",20,463,0.717703,0.800087,0.801477,0.789011,0.818135,0.85139,0.830537
"adhoc7",30,463,0.809979,0.80549,0.809967,0.801134,0.820122,0.852846,0.83568
"adhoc7",40,463,0.838688,0.824637,0.828957,0.822774,0.835792,0.886776,0.871626
"adhoc7",50,463,0.781955,0.814085,0.819131,0.813763,0.824841,0.870672,0.849186
"adhoc7",60,463,0.830485,0.835406,0.840297,0.836014,0.844237,0.892929,0.893769
"adhoc7",70,463,0.853725,0.838422,0.841969,0.838865,0.845279,0.893582,0.882155
"adhoc7",80,463,0.816131,0.869738,0.872421,0.870635,0.875405,0.922938,0.915873
"adhoc7",90,463,0.87013,0.873493,0.875643,0.874529,0.877717,0.92602,0.921337
"adhoc7",100,463,0.842789,0.891193,0.893859,0.892889,0.89577,0.936348,0.937979
"adhoc7",10,464,0.745044,0.705102,0.688013,0.662025,0.732284,0.717544,0.592466
"adhoc7",20,464,0.7635,0.775064,0.779367,0.76444,0.796368,0.832022,0.793603
"adhoc7",30,464,0.814081,0.813354,0.816884,0.808804,0.827098,0.86509,0.846153
"adhoc7",40,464,0.794942,0.779405,0.782367,0.775757,0.790864,0.819359,0.811796
"adhoc7",50,464,0.859877,0.854033,0.858912,0.854655,0.863275,0.907054,0.903359
"adhoc7",60,464,0.815448,0.821154,0.824955,0.821231,0.829672,0.875075,0.868265
"adhoc7",70,464,0.828435,0.845969,0.848198,0.846218,0.851612,0.904731,0.891091
"adhoc7",80,464,0.85851,0.852704,0.856875,0.854334,0.860165,0.901724,0.901342
"adhoc7",90,464,0.847573,0.868492,0.872178,0.870268,0.875042,0.920461,0.923903
"adhoc7",100,464,0.853042,0.871337,0.875358,0.873578,0.877035,0.927352,0.922649
"adhoc7",10,465,0.535885,0.663449,0.647821,0.620273,0.692769,0.638488,0.518528
"adhoc7",20,465,0.742994,0.800398,0.802878,0.79009,0.817447,0.826991,0.822664
"adhoc7",30,465,0.803828,0.795251,0.800598,0.791773,0.810569,0.845277,0.820679
"adhoc7",40,465,0.852358,0.784572,0.791664,0.7842,0.800346,0.845239,0.820126
"adhoc7",50,465,0.779221,0.810826,0.815156,0.810156,0.820869,0.867398,0.852612
"adhoc7",60,465,0.817498,0.829351,0.835271,0.83073,0.839483,0.884561,0.876106
"adhoc7",70,465,0.811347,0.855344,0.858959,0.856052,0.862422,0.911627,0.903784
"adhoc7",80,465,0.849624,0.853623,0.85664,0.854486,0.859172,0.911888,0.90378
"adhoc7",90,465,0.840738,0.860792,0.863702,0.862343,0.866319,0.91208,0.914342
"adhoc7",100,465,0.917977,0.873471,0.876717,0.87538,0.878362,0.926639,0.926708
"adhoc7",10,466,0.629528,0.687154,0.678311,0.647465,0.721101,0.732554,0.610759
"adhoc7",20,466,0.736842,0.77109,0.774435,0.759901,0.791691,0.810884,0.780234
"adhoc7",30,466,0.762133,0.765254,0.770748,0.760051,0.782779,0.801702,0.782389
"adhoc7",40,466,0.759398,0.826137,0.828866,0.823702,0.836029,0.881103,0.874044
"adhoc7",50,466,0.831852,0.849792,0.85407,0.849756,0.858608,0.90626,0.896456
"adhoc7",60,466,0.849624,0.84959,0.853287,0.850237,0.856871,0.906026,0.895476
"adhoc7",70,466,0.866712,0.867378,0.87035,0.868363,0.873597,0.923398,0.914958
"adhoc7",80,466,0.902939,0.877721,0.880828,0.879318,0.883151,0.929363,0.926202
"adhoc7",90,466,0.877649,0.879409,0.882322,0.880983,0.884057,0.933393,0.929023
"adhoc7",100,466,0.898154,0.890349,0.893547,0.891758,0.895358,0.941847,0.94049
"adhoc7",10,467,0.475735,0.634776,0.629447,0.596501,0.672278,0.654817,0.521503
"adhoc7",20,467,0.803144,0.738852,0.740151,0.725699,0.758916,0.75426,0.721353
"adhoc7",30,467,0.712235,0.784146,0.789244,0.779612,0.800428,0.837451,0.806465
"adhoc7",40,467,0.847573,0.814547,0.819808,0.813345,0.827185,0.86899,0.859018
"adhoc7",50,467,0.831169,0.8454,0.849317,0.844844,0.853958,0.894013,0.894094
"adhoc7",60,467,0.7635,0.8304,0.833808,0.831164,0.838539,0.887062,0.878712
"adhoc7",70,467,0.829118,0.848321,0.853489,0.850006,0.857514,0.90543,0.902918
"adhoc7",80,467,0.868079,0.870075,0.874976,0.872334,0.877921,0.926284,0.921152
"adhoc7",90,467,0.861928,0.844939,0.850682,0.847993,0.85337,0.906259,0.898185
"adhoc7",100,467,0.873548,0.881824,0.884325,0.883249,0.886096,0.936647,0.929472
"adhoc7",10,468,0.597403,0.659428,0.653334,0.621882,0.694228,0.665342,0.559372
"adhoc7",20,468,0.760082,0.736923,0.741699,0.726192,0.760626,0.779725,0.723708
"adhoc7",30,468,0.848941,0.797804,0.799948,0.791493,0.81133,0.849134,0.833856
"adhoc7",40,468,0.766234,0.819824,0.825992,0.819502,0.832162,0.871158,0.869244
"adhoc7",50,468,0.786056,0.800565,0.805036,0.800228,0.811318,0.857174,0.837366
"adhoc7",60,468,0.796992,0.850753,0.853953,0.850941,0.857912,0.902245,0.897961
"adhoc7",70,468,0.887902,0.857167,0.860707,0.858204,0.863629,0.917999,0.908591
"adhoc7",80,468,0.874915,0.862461,0.865425,0.863438,0.868245,0.915171,0.912316
"adhoc7",90,468,0.87218,0.872685,0.876541,0.874405,0.878977,0.923916,0.925882
"adhoc7",100,468,0.886535,0.884153,0.886537,0.885066,0.88837,0.934552,0.932915
"adhoc7",10,469,0.546822,0.704167,0.692134,0.663111,0.735207,0.727684,0.633931
"adhoc7",20,469,0.790157,0.794728,0.795188,0.783138,0.811199,0.842092,0.814693
"adhoc7",30,469,0.820916,0.795119,0.799207,0.790094,0.810539,0.835567,0.82837
"adhoc7",40,469,0.757348,0.792816,0.795279,0.789452,0.803538,0.846081,0.822019
"adhoc7",50,469,0.8838,0.827688,0.830996,0.826886,0.836034,0.882585,0.872817
"adhoc7",60,469,0.876282,0.854473,0.85824,0.854555,0.861907,0.911664,0.907372
"adhoc7",70,469,0.818865,0.839653,0.843545,0.840405,0.846857,0.893774,0.887353
"adhoc7",80,469,0.830485,0.871897,0.874084,0.872651,0.876558,0.922872,0.923294
"adhoc7",90,469,0.899522,0.86878,0.872225,0.870334,0.874731,0.92305,0.923935
"adhoc7",100,469,0.870813,0.877486,0.880622,0.879117,0.882608,0.930728,0.929851
"adhoc7",10,470,0.559125,0.725753,0.71443,0.68503,0.75686,0.755282,0.665538
"adhoc7",20,470,0.78674,0.760468,0.758768,0.746816,0.777984,0.786834,0.765477
"adhoc7",30,470,0.792891,0.777038,0.782032,0.772963,0.793398,0.828219,0.806736
"adhoc7",40,470,0.78674,0.785561,0.792244,0.784976,0.800014,0.846575,0.813982
"adhoc7",50,470,0.850308,0.80994,0.815932,0.810039,0.821545,0.868454,0.85015
"adhoc7",60,470,0.875598,0.833681,0.838427,0.834778,0.842172,0.890165,0.884792
"adhoc7",70,470,0.892686,0.857819,0.861935,0.858918,0.865464,0.913394,0.910169
"adhoc7",80,470,0.82365,0.876634,0.880774,0.878186,0.882867,0.928857,0.928123
"adhoc7",90,470,0.845523,0.867457,0.871092,0.868931,0.873295,0.923834,0.917208
"adhoc7",100,470,0.838688,0.865777,0.869176,0.868026,0.87093,0.923696,0.912792
"adhoc7",10,471,0.654135,0.655493,0.650309,0.618953,0.689614,0.653844,0.487034
"adhoc7",20,471,0.779904,0.779563,0.778961,0.767115,0.796049,0.817655,0.799139
"adhoc7",30,471,0.735475,0.775075,0.780069,0.770031,0.791193,0.816031,0.801928
"adhoc7",40,471,0.819549,0.808844,0.813173,0.806246,0.820795,0.870439,0.846518
"adhoc7",50,471,0.829802,0.837977,0.843962,0.83832,0.849049,0.896092,0.892429
"adhoc7",60,471,0.814081,0.842598,0.846091,0.843379,0.849884,0.901968,0.89577
"adhoc7",70,471,0.820232,0.835259,0.838287,0.835557,0.841913,0.893111,0.886284
"adhoc7",80,471,0.852358,0.849751,0.853903,0.851903,0.856954,0.910254,0.897363
"adhoc7",90,471,0.816815,0.867896,0.870614,0.869308,0.872762,0.919766,0.91776
"adhoc7",100,471,0.850991,0.875556,0.878153,0.877042,0.879975,0.92914,0.92738
"adhoc7",10,472,0.536569,0.640319,0.624863,0.594259,0.67118,0.680344,0.45426
"adhoc7",20,472,0.779904,0.765442,0.771391,0.756005,0.788377,0.809323,0.773435
"adhoc7",30,472,0.74026,0.75596,0.763457,0.75233,0.77454,0.803619,0.77419
"adhoc7",40,472,0.878332,0.829157,0.834438,0.827792,0.840672,0.887131,0.878962
"adhoc7",50,472,0.7635,0.824215,0.830691,0.825119,0.836347,0.877638,0.875661
"adhoc7",60,472,0.894053,0.841378,0.845462,0.841542,0.849927,0.90391,0.890886
"adhoc7",70,472,0.902256,0.847703,0.850635,0.848818,0.854215,0.905328,0.899273
"adhoc7",80,472,0.853042,0.864643,0.86904,0.866926,0.871947,0.917259,0.912894
"adhoc7",90,472,0.872864,0.87307,0.876825,0.874785,0.87916,0.927592,0.927314
"adhoc7",100,472,0.876282,0.881488,0.88495,0.882945,0.887021,0.930108,0.9308
"adhoc7",10,473,0.627478,0.616897,0.612557,0.579798,0.653492,0.692737,0.478251
"adhoc7",20,473,0.733424,0.706681,0.711093,0.693619,0.73137,0.724595,0.644699
"adhoc7",30,473,0.797676,0.77971,0.779991,0.772082,0.791143,0.823643,0.795409
"adhoc7",40,473,0.87013,0.819364,0.822897,0.817475,0.830988,0.868245,0.862376
"adhoc7",50,473,0.875598,0.837172,0.840459,0.836699,0.845726,0.893977,0.881201
"adhoc7",60,473,0.830485,0.832498,0.83682,0.832881,0.841902,0.884751,0.88278
"adhoc7",70,473,0.848257,0.850435,0.854021,0.851077,0.857416,0.908241,0.898214
"adhoc7",80,473,0.875598,0.862594,0.866244,0.864003,0.869229,0.914942,0.913539
"adhoc7",90,473,0.87218,0.874042,0.878189,0.876217,0.880536,0.929109,0.92432
"adhoc7",100,473,0.86056,0.875662,0.878982,0.877277,0.881018,0.930887,0.928967
"adhoc7",10,474,0.703349,0.772915,0.764221,0.736392,0.803041,0.815498,0.805625
"adhoc7",20,474,0.77512,0.776593,0.777088,0.762855,0.795148,0.819706,0.789464
"adhoc7",30,474,0.805195,0.781229,0.789067,0.778081,0.799325,0.828497,0.811481
"adhoc7",40,474,0.838688,0.791193,0.794629,0.789322,0.803085,0.8418,0.817787
"adhoc7",50,474,0.825701,0.842504,0.84668,0.842202,0.851416,0.899875,0.893707
"adhoc7",60,474,0.845523,0.849016,0.853001,0.849391,0.857192,0.903029,0.900245
"adhoc7",70,474,0.869446,0.870046,0.874891,0.871523,0.878027,0.92228,0.923341
"adhoc7",80,474,0.846206,0.864396,0.868692,0.866031,0.871064,0.919318,0.914687
"adhoc7",90,474,0.896104,0.868981,0.874107,0.871431,0.876976,0.91952,0.920951
"adhoc7",100,474,0.852358,0.871655,0.874916,0.873206,0.87669,0.923162,0.924317
"adhoc7",10,475,0.681476,0.677344,0.671352,0.642908,0.708521,0.675857,0.550358
"adhoc7",20,475,0.646617,0.695168,0.702216,0.683391,0.721668,0.710673,0.658306
"adhoc7",30,475,0.796309,0.767385,0.777191,0.765423,0.787537,0.817667,0.792325
"adhoc7",40,475,0.779904,0.780369,0.780833,0.775819,0.789038,0.81735,0.79074
"adhoc7",50,475,0.85851,0.81442,0.819728,0.814608,0.825073,0.877202,0.857406
"adhoc7",60,475,0.792208,0.832341,0.83683,0.833093,0.841375,0.887531,0.881822
"adhoc7",70,475,0.846206,0.862276,0.865423,0.86316,0.868619,0.916403,0.917545
"adhoc7",80,475,0.830485,0.890026,0.893251,0.891099,0.895716,0.940209,0.939722
"adhoc7",90,475,0.849624,0.871188,0.87453,0.87283,0.876686,0.925431,0.92174
"adhoc7",100,475,0.883117,0.872262,0.875196,0.873868,0.876469,0.928786,0.921712
"adhoc7",10,476,0.63568,0.690299,0.681396,0.651351,0.722074,0.67072,0.577848
"adhoc7",20,476,0.769651,0.774721,0.772874,0.761245,0.789576,0.809301,0.779286
"adhoc7",30,476,0.784005,0.76201,0.767671,0.758206,0.779206,0.820608,0.778634
"adhoc7",40,476,0.838688,0.826445,0.82938,0.823651,0.836711,0.879567,0.874305
"adhoc7",50,476,0.83527,0.830354,0.833964,0.829895,0.83924,0.885588,0.87603
"adhoc7",60,476,0.827751,0.82791,0.831001,0.827756,0.835725,0.876971,0.870177
"adhoc7",70,476,0.832536,0.854823,0.857966,0.855141,0.861835,0.908637,0.906492
"adhoc7",80,476,0.856459,0.862653,0.867299,0.864868,0.869725,0.917889,0.913017
"adhoc7",90,476,0.846206,0.866056,0.869053,0.867002,0.871338,0.920523,0.918733
"adhoc7",100,476,0.852358,0.871623,0.874867,0.873892,0.876607,0.925348,0.92328
"adhoc7",10,477,0.677375,0.671712,0.662969,0.633644,0.703141,0.680198,0.488599
"adhoc7",20,477,0.750513,0.78969,0.792061,0.778197,0.808871,0.844717,0.823629
"adhoc7",30,477,0.838688,0.769692,0.774849,0.764726,0.785315,0.813892,0.786397
"adhoc7",40,477,0.838688,0.781163,0.787523,0.780431,0.795118,0.831261,0.810125
"adhoc7",50,477,0.852358,0.822288,0.828809,0.822957,0.834388,0.882753,0.874382
"adhoc7",60,477,0.843472,0.838549,0.842838,0.839532,0.847194,0.89773,0.885267
"adhoc7",70,477,0.844156,0.844627,0.848798,0.845703,0.852198,0.901966,0.895425
"adhoc7",80,477,0.909774,0.86269,0.866624,0.864369,0.869385,0.920435,0.914824
"adhoc7",90,477,0.80041,0.878965,0.881871,0.880389,0.8841,0.928574,0.924651
"adhoc7",100,477,0.833903,0.889254,0.892066,0.891007,0.893831,0.942318,0.938065
"adhoc7",10,478,0.683527,0.695161,0.69029,0.659327,0.729401,0.731222,0.614477
"adhoc7",20,478,0.796309,0.742695,0.747211,0.730083,0.765969,0.764635,0.76015
"adhoc7",30,478,0.814081,0.755185,0.760045,0.74996,0.771761,0.799283,0.767867
"adhoc7",40,478,0.756664,0.823854,0.827207,0.821337,0.83413,0.878762,0.8706
"adhoc7",50,478,0.802461,0.852321,0.856107,0.851967,0.860506,0.910674,0.901067
"adhoc7",60,478,0.851675,0.853493,0.857002,0.853988,0.861053,0.909196,0.901664
"adhoc7",70,478,0.911141,0.869604,0.87201,0.870285,0.875535,0.922965,0.920082
"adhoc7",80,478,0.862611,0.856964,0.861429,0.859257,0.864139,0.91109,0.902645
"adhoc7",90,478,0.870813,0.882075,0.884636,0.882899,0.887119,0.932428,0.930449
"adhoc7",100,478,0.878332,0.873004,0.876741,0.874983,0.879297,0.928287,0.923674
"adhoc7",10,479,0.590567,0.618467,0.603965,0.571896,0.652533,0.601893,0.399404
"adhoc7",20,479,0.700615,0.797242,0.796801,0.786846,0.812586,0.83145,0.808987
"adhoc7",30,479,0.835954,0.807137,0.811518,0.802811,0.821939,0.866163,0.837038
"adhoc7",40,479,0.790841,0.775421,0.781932,0.773799,0.790355,0.814465,0.803444
"adhoc7",50,479,0.859877,0.844254,0.849221,0.844582,0.854371,0.904221,0.896874
"adhoc7",60,479,0.866029,0.853987,0.858394,0.854887,0.862407,0.911468,0.907284
"adhoc7",70,479,0.866029,0.851669,0.855874,0.853142,0.860049,0.907048,0.901747
"adhoc7",80,479,0.869446,0.855684,0.858653,0.856525,0.861433,0.909311,0.910194
"adhoc7",90,479,0.89542,0.858573,0.862896,0.860281,0.865427,0.913038,0.91337
"adhoc7",100,479,0.872864,0.880817,0.884586,0.882748,0.886774,0.931657,0.931621
"adhoc7",10,480,0.613807,0.650273,0.643049,0.615217,0.681334,0.710336,0.419131
"adhoc7",20,480,0.790157,0.710951,0.71238,0.696768,0.732992,0.722692,0.672716
"adhoc7",30,480,0.803144,0.790238,0.795569,0.785941,0.806649,0.834735,0.824308
"adhoc7",40,480,0.757348,0.813315,0.82037,0.812579,0.828202,0.873474,0.868903
"adhoc7",50,480,0.850308,0.851055,0.854982,0.851135,0.860032,0.909479,0.900252
"adhoc7",60,480,0.853725,0.858127,0.862445,0.858881,0.866192,0.911966,0.913201
"adhoc7",70,480,0.892003,0.850385,0.855532,0.852449,0.85869,0.901262,0.902824
"adhoc7",80,480,0.896104,0.856118,0.860412,0.857725,0.863366,0.909558,0.907006
"adhoc7",90,480,0.896787,0.853559,0.857151,0.855153,0.859923,0.910074,0.9025
"adhoc7",100,480,0.891319,0.858974,0.862727,0.861196,0.865055,0.915071,0.909333
"adhoc7",10,481,0.642515,0.633614,0.623368,0.592784,0.665174,0.628725,0.412249
"adhoc7",20,481,0.809979,0.745139,0.75055,0.73464,0.768168,0.772834,0.735381
"adhoc7",30,481,0.713602,0.752331,0.759917,0.748836,0.771541,0.787214,0.746144
"adhoc7",40,481,0.838688,0.812464,0.819126,0.812287,0.825753,0.864424,0.851092
"adhoc7",50,481,0.84689,0.836498,0.840275,0.836677,0.845369,0.893541,0.884033
"adhoc7",60,481,0.848941,0.847147,0.850516,0.847525,0.854133,0.906403,0.893919
"adhoc7",70,481,0.856459,0.853781,0.858695,0.855511,0.861859,0.915002,0.904652
"adhoc7",80,481,0.792891,0.868377,0.871837,0.869976,0.87437,0.919101,0.915609
"adhoc7",90,481,0.902939,0.850597,0.853696,0.85208,0.856235,0.9023,0.901432
"adhoc7",100,481,0.836637,0.869368,0.871779,0.871082,0.8738,0.922788,0.91987
"adhoc7",10,482,0.558442,0.631612,0.627248,0.594346,0.668727,0.632444,0.460852
"adhoc7",20,482,0.671224,0.729662,0.732086,0.717039,0.750409,0.727869,0.696952
"adhoc7",30,482,0.77717,0.781845,0.787111,0.778939,0.798692,0.825879,0.806365
"adhoc7",40,482,0.74231,0.815524,0.821724,0.815138,0.828691,0.872011,0.863138
"adhoc7",50,482,0.838004,0.835528,0.840496,0.835998,0.845275,0.890151,0.879956
"adhoc7",60,482,0.859193,0.841807,0.844885,0.842674,0.848865,0.896434,0.890587
"adhoc7",70,482,0.848257,0.853313,0.858472,0.855542,0.861806,0.90766,0.905793
"adhoc7",80,482,0.85851,0.861861,0.865367,0.862999,0.868258,0.918059,0.90992
"adhoc7",90,482,0.851675,0.863151,0.866132,0.86466,0.868097,0.918555,0.913077
"adhoc7",100,482,0.89542,0.868488,0.871817,0.870016,0.873966,0.922239,0.917882
"adhoc7",10,483,0.639781,0.677487,0.661723,0.631814,0.708221,0.664508,0.531659
"adhoc7",20,483,0.711552,0.726683,0.730139,0.713691,0.748905,0.742398,0.70867
"adhoc7",30,483,0.702666,0.744979,0.748978,0.740321,0.760487,0.782702,0.728581
"adhoc7",40,483,0.805878,0.79838,0.804225,0.797597,0.811853,0.848501,0.835897
"adhoc7",50,483,0.854409,0.799353,0.806034,0.800654,0.812193,0.85258,0.835087
"adhoc7",60,483,0.76555,0.855993,0.85945,0.856693,0.863387,0.908666,0.905068
"adhoc7",70,483,0.809296,0.859582,0.862527,0.860691,0.865228,0.913627,0.908256
"adhoc7",80,483,0.894737,0.859035,0.863197,0.860546,0.866137,0.912818,0.911296
"adhoc7",90,483,0.876282,0.871949,0.875277,0.873483,0.877892,0.924339,0.920996
"adhoc7",100,483,0.846206,0.854154,0.857543,0.856099,0.859999,0.909384,0.904745
"adhoc7",10,484,0.657553,0.721189,0.708189,0.680577,0.74869,0.732217,0.613774
