"collection","n_t","trial","actual","KD","ML","MSQD","RES","SHw","SHwo"
"adhoc6",100,950,0.847811,0.843626,0.845966,0.846881,0.84898,0.901044,0.885596
"adhoc6",10,951,0.598653,0.6727,0.668675,0.638713,0.705219,0.650059,0.579043
"adhoc6",20,951,0.740067,0.689851,0.690644,0.676126,0.711013,0.722393,0.611426
"adhoc6",30,951,0.756229,0.754889,0.757858,0.74963,0.770602,0.800151,0.750893
"adhoc6",40,951,0.665993,0.716322,0.715541,0.713959,0.72485,0.749576,0.659971
"adhoc6",50,951,0.791246,0.792861,0.793808,0.792642,0.801799,0.836648,0.823334
"adhoc6",60,951,0.815488,0.813166,0.817069,0.814777,0.821973,0.876448,0.856088
"adhoc6",70,951,0.841077,0.797872,0.801392,0.800466,0.805472,0.841158,0.826484
"adhoc6",80,951,0.841077,0.828788,0.830674,0.830445,0.83407,0.88272,0.869636
"adhoc6",90,951,0.845118,0.823118,0.825077,0.825473,0.828001,0.870301,0.86266
"adhoc6",100,951,0.772391,0.850651,0.85371,0.852606,0.855756,0.901591,0.896598
"adhoc6",10,952,0.67138,0.742195,0.734033,0.70577,0.77251,0.783212,0.722893
"adhoc6",20,952,0.676768,0.791809,0.786805,0.778999,0.806078,0.83468,0.794959
"adhoc6",30,952,0.578451,0.755665,0.755866,0.749571,0.769684,0.812214,0.762235
"adhoc6",40,952,0.756229,0.826629,0.826838,0.824823,0.835095,0.880515,0.864496
"adhoc6",50,952,0.744108,0.758979,0.762788,0.759173,0.769696,0.804322,0.760128
"adhoc6",60,952,0.853199,0.809215,0.808511,0.809888,0.814333,0.865546,0.838909
"adhoc6",70,952,0.811448,0.824245,0.826654,0.82553,0.830808,0.874367,0.863304
"adhoc6",80,952,0.803367,0.853733,0.854971,0.855473,0.858413,0.905169,0.900619
"adhoc6",90,952,0.877441,0.849798,0.851565,0.852082,0.855364,0.897718,0.889319
"adhoc6",100,952,0.920539,0.844362,0.846225,0.846634,0.848544,0.897833,0.887976
"adhoc6",10,953,0.490909,0.649729,0.641724,0.612231,0.682904,0.708746,0.456569
"adhoc6",20,953,0.777778,0.728964,0.728838,0.715358,0.74776,0.748851,0.699718
"adhoc6",30,953,0.731987,0.810621,0.810145,0.806005,0.821865,0.85576,0.844374
"adhoc6",40,953,0.822222,0.778176,0.779484,0.776712,0.789441,0.803168,0.792685
"adhoc6",50,953,0.788552,0.769903,0.770237,0.768431,0.777152,0.818381,0.781608
"adhoc6",60,953,0.839731,0.813064,0.815189,0.81404,0.820435,0.858858,0.849741
"adhoc6",70,953,0.820875,0.821908,0.82367,0.82314,0.828323,0.878704,0.865426
"adhoc6",80,953,0.792593,0.825161,0.825195,0.826409,0.82836,0.86728,0.861365
"adhoc6",90,953,0.624242,0.827083,0.830441,0.830008,0.833745,0.877533,0.865061
"adhoc6",100,953,0.792593,0.835949,0.837634,0.838356,0.840628,0.885596,0.881866
"adhoc6",10,954,0.610774,0.652043,0.641831,0.612226,0.683308,0.645467,0.483425
"adhoc6",20,954,0.612121,0.736377,0.737038,0.724737,0.756388,0.756248,0.711337
"adhoc6",30,954,0.59596,0.730275,0.734038,0.725565,0.747506,0.774485,0.695326
"adhoc6",40,954,0.796633,0.74421,0.745153,0.741506,0.755312,0.775361,0.725615
"adhoc6",50,954,0.839731,0.751937,0.756028,0.753154,0.762758,0.781783,0.741969
"adhoc6",60,954,0.853199,0.823873,0.827113,0.825609,0.831801,0.87267,0.866126
"adhoc6",70,954,0.796633,0.820114,0.821721,0.822124,0.826094,0.863139,0.855747
"adhoc6",80,954,0.824916,0.820353,0.823356,0.822788,0.828071,0.873378,0.854396
"adhoc6",90,954,0.820875,0.836598,0.83937,0.839796,0.8425,0.89363,0.883029
"adhoc6",100,954,0.838384,0.814273,0.817852,0.817842,0.820679,0.860846,0.85347
"adhoc6",10,955,0.597306,0.662392,0.654781,0.625559,0.693314,0.686596,0.465608
"adhoc6",20,955,0.688889,0.637471,0.636984,0.622771,0.659499,0.624452,0.458383
"adhoc6",30,955,0.60404,0.697838,0.697495,0.690358,0.710466,0.701449,0.607833
"adhoc6",40,955,0.808754,0.741981,0.742738,0.738795,0.752067,0.76177,0.725331
"adhoc6",50,955,0.787205,0.732366,0.736317,0.731955,0.743999,0.779855,0.721464
"adhoc6",60,955,0.818182,0.786001,0.787796,0.787966,0.792877,0.828254,0.803616
"adhoc6",70,955,0.826263,0.816725,0.817029,0.817573,0.821648,0.868239,0.848274
"adhoc6",80,955,0.749495,0.857626,0.85879,0.858374,0.862347,0.910814,0.902787
"adhoc6",90,955,0.874747,0.847592,0.85025,0.849744,0.853026,0.899081,0.89698
"adhoc6",100,955,0.824916,0.849449,0.850149,0.851238,0.852331,0.901513,0.901488
"adhoc6",10,956,0.49899,0.682075,0.668174,0.638266,0.712202,0.664109,0.503519
"adhoc6",20,956,0.749495,0.652318,0.650963,0.637475,0.672606,0.656324,0.521439
"adhoc6",30,956,0.799327,0.708661,0.712549,0.70288,0.725789,0.74493,0.632124
"adhoc6",40,956,0.738721,0.72529,0.729907,0.7249,0.739356,0.762022,0.683882
"adhoc6",50,956,0.749495,0.780745,0.785306,0.781606,0.791818,0.825531,0.807699
"adhoc6",60,956,0.858586,0.78422,0.785782,0.783931,0.790956,0.840623,0.814273
"adhoc6",70,956,0.749495,0.801094,0.803881,0.802811,0.808721,0.852783,0.838368
"adhoc6",80,956,0.804714,0.842321,0.844999,0.84381,0.848333,0.897399,0.884049
"adhoc6",90,956,0.874747,0.841799,0.844833,0.844452,0.848455,0.888367,0.889779
"adhoc6",100,956,0.913805,0.822376,0.823365,0.825457,0.826692,0.866852,0.862613
"adhoc6",10,957,0.680808,0.70292,0.685407,0.661056,0.72807,0.694566,0.579938
"adhoc6",20,957,0.656566,0.723628,0.726801,0.711738,0.745418,0.753736,0.676572
"adhoc6",30,957,0.661953,0.781391,0.780866,0.775848,0.791791,0.816307,0.796341
"adhoc6",40,957,0.79798,0.803958,0.806846,0.803529,0.815072,0.859152,0.831975
"adhoc6",50,957,0.815488,0.805032,0.806587,0.804474,0.81332,0.863873,0.853443
"adhoc6",60,957,0.820875,0.796051,0.797168,0.794736,0.802676,0.836306,0.822718
"adhoc6",70,957,0.870707,0.814186,0.817676,0.816622,0.822205,0.856093,0.851558
"adhoc6",80,957,0.83165,0.825999,0.829001,0.828347,0.832086,0.884702,0.868637
"adhoc6",90,957,0.791246,0.809193,0.811767,0.811682,0.814687,0.863794,0.847216
"adhoc6",100,957,0.843771,0.852766,0.854514,0.854734,0.857367,0.904044,0.898892
"adhoc6",10,958,0.52862,0.697273,0.680391,0.653548,0.72549,0.705739,0.559832
"adhoc6",20,958,0.688889,0.744642,0.738953,0.727472,0.760622,0.802655,0.746237
"adhoc6",30,958,0.653872,0.749438,0.753174,0.744027,0.765537,0.775173,0.750752
"adhoc6",40,958,0.665993,0.726027,0.730553,0.726264,0.738699,0.759348,0.658354
"adhoc6",50,958,0.820875,0.778298,0.779816,0.778667,0.787072,0.820088,0.783177
"adhoc6",60,958,0.784512,0.812211,0.814723,0.81265,0.819793,0.864314,0.849952
"adhoc6",70,958,0.837037,0.814335,0.817449,0.815466,0.822124,0.862574,0.851368
"adhoc6",80,958,0.804714,0.825285,0.828334,0.827501,0.831859,0.863988,0.864543
"adhoc6",90,958,0.839731,0.799064,0.801267,0.802949,0.804233,0.842524,0.817126
"adhoc6",100,958,0.830303,0.847922,0.848704,0.850317,0.852026,0.894662,0.89122
"adhoc6",10,959,0.353535,0.672229,0.66248,0.62969,0.706832,0.667056,0.583738
"adhoc6",20,959,0.762963,0.741231,0.737708,0.72821,0.757842,0.777828,0.697931
"adhoc6",30,959,0.800673,0.756276,0.760809,0.753272,0.772036,0.795377,0.744069
"adhoc6",40,959,0.815488,0.800013,0.799239,0.797303,0.808162,0.844345,0.825183
"adhoc6",50,959,0.893603,0.806602,0.809296,0.806862,0.815978,0.854825,0.844116
"adhoc6",60,959,0.824916,0.802652,0.806229,0.804176,0.811286,0.857155,0.832724
"adhoc6",70,959,0.727946,0.84357,0.8462,0.845687,0.850611,0.89083,0.886966
"adhoc6",80,959,0.762963,0.786823,0.790119,0.790053,0.794388,0.831624,0.800744
"adhoc6",90,959,0.828956,0.831389,0.833682,0.83327,0.836871,0.886497,0.877938
"adhoc6",100,959,0.866667,0.858053,0.858734,0.859338,0.8619,0.914581,0.90428
"adhoc6",10,960,0.679461,0.62349,0.607015,0.581668,0.650508,0.638821,0.447859
"adhoc6",20,960,0.714478,0.720985,0.722494,0.707105,0.74294,0.718228,0.691375
"adhoc6",30,960,0.756229,0.746302,0.749698,0.740959,0.761543,0.780353,0.741077
"adhoc6",40,960,0.80202,0.776012,0.777223,0.772919,0.785896,0.81308,0.785153
"adhoc6",50,960,0.765657,0.761297,0.765052,0.762618,0.772244,0.801318,0.766891
"adhoc6",60,960,0.849158,0.818234,0.820761,0.81854,0.826079,0.87702,0.853145
"adhoc6",70,960,0.841077,0.821296,0.823801,0.82335,0.828393,0.855613,0.848015
"adhoc6",80,960,0.851852,0.813549,0.815363,0.816366,0.819682,0.851951,0.855269
"adhoc6",90,960,0.885522,0.828295,0.830438,0.830262,0.833627,0.881092,0.871309
"adhoc6",100,960,0.788552,0.811072,0.813624,0.814295,0.816826,0.864488,0.839926
"adhoc6",10,961,0.520539,0.670151,0.659989,0.631489,0.703111,0.686961,0.513625
"adhoc6",20,961,0.614815,0.657585,0.65971,0.645253,0.681558,0.638474,0.492525
"adhoc6",30,961,0.575758,0.760603,0.761457,0.755979,0.773227,0.792117,0.736039
"adhoc6",40,961,0.736027,0.76424,0.767223,0.763779,0.776424,0.810216,0.772471
"adhoc6",50,961,0.834343,0.799969,0.803562,0.800811,0.808932,0.852181,0.829816
"adhoc6",60,961,0.695623,0.794337,0.797452,0.797249,0.803199,0.842739,0.82264
"adhoc6",70,961,0.83569,0.826857,0.828862,0.827908,0.833538,0.869888,0.860598
"adhoc6",80,961,0.876094,0.829968,0.832969,0.832124,0.837262,0.880873,0.874664
"adhoc6",90,961,0.832997,0.834167,0.836651,0.836908,0.839688,0.883059,0.874205
"adhoc6",100,961,0.873401,0.835296,0.837561,0.837192,0.841032,0.884464,0.882079
"adhoc6",10,962,0.461279,0.621515,0.60662,0.579257,0.647576,0.647508,0.367737
"adhoc6",20,962,0.781818,0.757838,0.756454,0.743784,0.775411,0.808947,0.757541
"adhoc6",30,962,0.753535,0.719061,0.71613,0.70942,0.730897,0.756179,0.66669
"adhoc6",40,962,0.723906,0.766582,0.769962,0.764911,0.778574,0.806213,0.785244
"adhoc6",50,962,0.762963,0.802585,0.804671,0.801727,0.811052,0.866508,0.829659
"adhoc6",60,962,0.819529,0.805142,0.807244,0.805837,0.812486,0.848622,0.836078
"adhoc6",70,962,0.710438,0.817768,0.820826,0.819365,0.824854,0.861645,0.859448
"adhoc6",80,962,0.850505,0.840092,0.841223,0.84191,0.844645,0.888623,0.876816
"adhoc6",90,962,0.858586,0.834086,0.83632,0.835754,0.839459,0.894245,0.876545
"adhoc6",100,962,0.812795,0.865706,0.868153,0.867772,0.871204,0.917341,0.911364
"adhoc6",10,963,0.649832,0.64597,0.633002,0.607272,0.672471,0.538148,0.419588
"adhoc6",20,963,0.621549,0.71523,0.714407,0.701011,0.735756,0.738406,0.617705
"adhoc6",30,963,0.756229,0.753694,0.758147,0.748957,0.770114,0.785923,0.761589
"adhoc6",40,963,0.688889,0.779735,0.781106,0.776664,0.790646,0.816106,0.790191
"adhoc6",50,963,0.857239,0.80261,0.803811,0.80264,0.811044,0.856745,0.831601
"adhoc6",60,963,0.880135,0.817568,0.820106,0.819449,0.82518,0.86591,0.84329
"adhoc6",70,963,0.847811,0.806738,0.80918,0.808358,0.814575,0.857463,0.845803
"adhoc6",80,963,0.830303,0.836277,0.840917,0.839273,0.844842,0.888194,0.882822
"adhoc6",90,963,0.850505,0.834555,0.837805,0.837642,0.83982,0.881029,0.881298
"adhoc6",100,963,0.841077,0.839728,0.842244,0.842805,0.844517,0.895421,0.877997
"adhoc6",10,964,0.80202,0.719677,0.70588,0.678991,0.749557,0.72422,0.646998
"adhoc6",20,964,0.723906,0.73033,0.736091,0.718123,0.756562,0.778269,0.753715
"adhoc6",30,964,0.761616,0.766093,0.767524,0.759387,0.780523,0.808214,0.780422
"adhoc6",40,964,0.803367,0.784928,0.785963,0.781601,0.794606,0.827218,0.790353
"adhoc6",50,964,0.754882,0.805288,0.807896,0.805595,0.814389,0.848001,0.842742
"adhoc6",60,964,0.820875,0.805125,0.808368,0.80794,0.813527,0.860649,0.821843
"adhoc6",70,964,0.874747,0.815674,0.819895,0.818253,0.824013,0.866961,0.864142
"adhoc6",80,964,0.843771,0.821547,0.82318,0.823973,0.826175,0.877533,0.86198
"adhoc6",90,964,0.682155,0.848358,0.851085,0.850685,0.854119,0.896676,0.895277
"adhoc6",100,964,0.781818,0.869305,0.871295,0.870797,0.872858,0.923167,0.918528
"adhoc6",10,965,0.676768,0.575989,0.561382,0.535921,0.603921,0.574177,0.074826
"adhoc6",20,965,0.674074,0.603191,0.605683,0.591398,0.626128,0.609152,0.340622
"adhoc6",30,965,0.664646,0.740919,0.743465,0.73766,0.756135,0.773507,0.723607
"adhoc6",40,965,0.849158,0.801881,0.803336,0.799359,0.811694,0.843696,0.825554
"adhoc6",50,965,0.791246,0.776558,0.778627,0.775271,0.786084,0.825274,0.796959
"adhoc6",60,965,0.853199,0.819106,0.821588,0.819751,0.826362,0.876457,0.856076
"adhoc6",70,965,0.807407,0.852791,0.854725,0.853798,0.858418,0.910129,0.903644
"adhoc6",80,965,0.890909,0.835534,0.838467,0.837954,0.84174,0.882803,0.878766
"adhoc6",90,965,0.818182,0.833068,0.835354,0.835679,0.838879,0.885705,0.869856
"adhoc6",100,965,0.839731,0.81974,0.821152,0.821922,0.823802,0.873056,0.855034
"adhoc6",10,966,0.711785,0.658434,0.648788,0.618625,0.692951,0.663064,0.488725
"adhoc6",20,966,0.783165,0.671749,0.671284,0.65904,0.692261,0.692675,0.542563
"adhoc6",30,966,0.710438,0.728933,0.728004,0.721332,0.741585,0.755121,0.684859
"adhoc6",40,966,0.750842,0.779553,0.78116,0.77637,0.789869,0.818119,0.804735
"adhoc6",50,966,0.741414,0.748769,0.750026,0.748208,0.758458,0.781449,0.747767
"adhoc6",60,966,0.830303,0.83477,0.836288,0.836162,0.841018,0.884392,0.873573
"adhoc6",70,966,0.791246,0.830137,0.833327,0.832955,0.837572,0.882007,0.876325
"adhoc6",80,966,0.857239,0.856776,0.858993,0.858014,0.862128,0.908516,0.904016
"adhoc6",90,966,0.857239,0.857604,0.858561,0.859368,0.861026,0.908841,0.903263
"adhoc6",100,966,0.882828,0.842746,0.844081,0.845313,0.847243,0.892392,0.890769
"adhoc6",10,967,0.521886,0.783476,0.765543,0.743793,0.805553,0.807368,0.753535
"adhoc6",20,967,0.73468,0.660723,0.660557,0.648597,0.680481,0.668215,0.515647
"adhoc6",30,967,0.850505,0.727108,0.733959,0.724499,0.746008,0.758838,0.699156
"adhoc6",40,967,0.702357,0.799071,0.80098,0.798286,0.809033,0.847198,0.8222
"adhoc6",50,967,0.706397,0.829255,0.830827,0.829481,0.83611,0.883064,0.865989
"adhoc6",60,967,0.820875,0.813864,0.81622,0.815596,0.821797,0.866493,0.850951
"adhoc6",70,967,0.822222,0.808131,0.808996,0.810538,0.814158,0.850198,0.834364
"adhoc6",80,967,0.849158,0.849853,0.851922,0.851286,0.855069,0.89488,0.891903
"adhoc6",90,967,0.796633,0.855378,0.857443,0.857304,0.860667,0.909966,0.901354
"adhoc6",100,967,0.775084,0.836485,0.838781,0.838991,0.84181,0.890693,0.882261
"adhoc6",10,968,0.721212,0.656209,0.642082,0.614937,0.682867,0.606629,0.435397
"adhoc6",20,968,0.749495,0.683987,0.685954,0.670488,0.706221,0.688319,0.593657
"adhoc6",30,968,0.698316,0.750024,0.749093,0.741018,0.76143,0.787043,0.736534
"adhoc6",40,968,0.686195,0.729694,0.733966,0.727298,0.743331,0.756232,0.701017
"adhoc6",50,968,0.832997,0.792094,0.793261,0.791446,0.801009,0.833577,0.820091
"adhoc6",60,968,0.761616,0.823868,0.82688,0.824666,0.831525,0.881929,0.863414
"adhoc6",70,968,0.80202,0.819941,0.821438,0.820297,0.825484,0.871703,0.851225
"adhoc6",80,968,0.741414,0.791215,0.794329,0.79581,0.797972,0.83588,0.816862
"adhoc6",90,968,0.808754,0.829288,0.830115,0.831179,0.833345,0.888782,0.874983
"adhoc6",100,968,0.885522,0.855324,0.856861,0.856647,0.859213,0.907447,0.907156
"adhoc6",10,969,0.717172,0.663429,0.658675,0.625939,0.699269,0.653806,0.547719
"adhoc6",20,969,0.497643,0.712465,0.711308,0.700712,0.731502,0.74243,0.609797
"adhoc6",30,969,0.682155,0.767355,0.77264,0.764569,0.783685,0.821157,0.794059
"adhoc6",40,969,0.761616,0.79605,0.79794,0.7947,0.807199,0.839134,0.825241
"adhoc6",50,969,0.791246,0.775049,0.778615,0.776238,0.785772,0.813065,0.782456
"adhoc6",60,969,0.811448,0.818298,0.821725,0.819171,0.826085,0.87464,0.858526
"adhoc6",70,969,0.737374,0.832913,0.834708,0.833881,0.839224,0.893714,0.877626
"adhoc6",80,969,0.849158,0.84611,0.84939,0.848208,0.85195,0.899545,0.891677
"adhoc6",90,969,0.823569,0.836232,0.838584,0.83752,0.841938,0.885385,0.877186
"adhoc6",100,969,0.862626,0.850871,0.85393,0.853881,0.856299,0.903222,0.897336
"adhoc6",10,970,0.606734,0.660781,0.6497,0.621328,0.692784,0.649355,0.468647
"adhoc6",20,970,0.73468,0.692854,0.689509,0.677584,0.709116,0.691645,0.550184
"adhoc6",30,970,0.812795,0.682051,0.682061,0.674594,0.696777,0.689058,0.589486
"adhoc6",40,970,0.804714,0.764832,0.763617,0.761038,0.774287,0.796443,0.76048
"adhoc6",50,970,0.824916,0.780972,0.78244,0.782006,0.789537,0.830364,0.803025
"adhoc6",60,970,0.819529,0.821968,0.824649,0.822498,0.828879,0.878262,0.861601
"adhoc6",70,970,0.86532,0.813926,0.815583,0.815883,0.819787,0.86096,0.848371
"adhoc6",80,970,0.834343,0.809811,0.810136,0.810789,0.815068,0.850177,0.843223
"adhoc6",90,970,0.839731,0.833786,0.834801,0.834203,0.837247,0.881835,0.872542
"adhoc6",100,970,0.855892,0.856949,0.858177,0.858797,0.860904,0.912545,0.907792
"adhoc6",10,971,0.56229,0.632566,0.620947,0.595217,0.660968,0.649978,0.407109
"adhoc6",20,971,0.73468,0.730232,0.720111,0.715357,0.742897,0.738286,0.666067
"adhoc6",30,971,0.694276,0.758785,0.758239,0.754394,0.770646,0.799438,0.746082
"adhoc6",40,971,0.816835,0.809018,0.809921,0.806075,0.81796,0.864009,0.838013
"adhoc6",50,971,0.780471,0.772958,0.775269,0.7742,0.78355,0.807321,0.791087
"adhoc6",60,971,0.729293,0.78075,0.782468,0.782701,0.788734,0.827497,0.795073
"adhoc6",70,971,0.789899,0.817972,0.818654,0.819457,0.823253,0.876083,0.849846
"adhoc6",80,971,0.811448,0.841836,0.844614,0.844652,0.848257,0.892019,0.883446
"adhoc6",90,971,0.830303,0.832369,0.834763,0.835222,0.838519,0.885097,0.878626
"adhoc6",100,971,0.853199,0.860502,0.860983,0.862459,0.863828,0.90709,0.90849
"adhoc6",10,972,0.695623,0.679429,0.674416,0.639747,0.719556,0.709058,0.615247
"adhoc6",20,972,0.690236,0.718407,0.714592,0.704567,0.734672,0.737359,0.64074
"adhoc6",30,972,0.525926,0.749367,0.750323,0.742982,0.764143,0.776207,0.747153
"adhoc6",40,972,0.823569,0.758079,0.760154,0.756389,0.768568,0.792538,0.750812
"adhoc6",50,972,0.800673,0.801068,0.802957,0.801081,0.810695,0.853129,0.838079
"adhoc6",60,972,0.800673,0.790836,0.794561,0.793271,0.799876,0.845164,0.824231
"adhoc6",70,972,0.822222,0.829728,0.83234,0.831508,0.836904,0.874515,0.869199
"adhoc6",80,972,0.847811,0.810388,0.814378,0.8136,0.817658,0.87254,0.846296
"adhoc6",90,972,0.873401,0.822615,0.82458,0.825958,0.828124,0.876275,0.855855
"adhoc6",100,972,0.861279,0.830564,0.833047,0.834375,0.836217,0.876492,0.869329
"adhoc6",10,973,0.480135,0.629636,0.62102,0.594346,0.657323,0.607079,0.363774
"adhoc6",20,973,0.706397,0.768607,0.763317,0.75613,0.782524,0.801122,0.768413
"adhoc6",30,973,0.843771,0.754676,0.756146,0.748242,0.768133,0.78787,0.75771
"adhoc6",40,973,0.807407,0.811569,0.813676,0.809177,0.822228,0.861557,0.854285
"adhoc6",50,973,0.853199,0.751064,0.75375,0.752126,0.761647,0.786035,0.751327
"adhoc6",60,973,0.738721,0.79659,0.79861,0.797439,0.803772,0.832616,0.830133
"adhoc6",70,973,0.828956,0.840572,0.840505,0.840105,0.844912,0.894791,0.878331
"adhoc6",80,973,0.847811,0.815403,0.817425,0.81729,0.821402,0.856375,0.848021
"adhoc6",90,973,0.842424,0.847723,0.848857,0.849711,0.852026,0.902191,0.88943
"adhoc6",100,973,0.799327,0.843469,0.846527,0.846584,0.848999,0.895534,0.894786
"adhoc6",10,974,0.563636,0.555689,0.54458,0.517044,0.584721,0.591566,0.171554
"adhoc6",20,974,0.749495,0.696853,0.690503,0.683639,0.713055,0.717821,0.556149
"adhoc6",30,974,0.772391,0.72291,0.721841,0.716762,0.735806,0.738818,0.674116
"adhoc6",40,974,0.705051,0.786718,0.789585,0.784758,0.797799,0.82998,0.805311
"adhoc6",50,974,0.709091,0.752707,0.756874,0.753465,0.764535,0.795031,0.745164
"adhoc6",60,974,0.807407,0.805747,0.80645,0.805098,0.811615,0.85009,0.833319
"adhoc6",70,974,0.815488,0.797822,0.801128,0.799644,0.805172,0.850411,0.842119
"adhoc6",80,974,0.878788,0.84803,0.850246,0.850701,0.854011,0.89339,0.893546
"adhoc6",90,974,0.86532,0.825578,0.827944,0.828213,0.831007,0.873028,0.86506
"adhoc6",100,974,0.827609,0.847212,0.848946,0.848665,0.851333,0.89789,0.893294
"adhoc6",10,975,0.62963,0.703087,0.691024,0.667392,0.728209,0.667549,0.582295
"adhoc6",20,975,0.605387,0.78703,0.786046,0.775718,0.803337,0.81692,0.814526
"adhoc6",30,975,0.719865,0.772688,0.775973,0.768644,0.788391,0.813606,0.792712
"adhoc6",40,975,0.617508,0.796395,0.798321,0.795235,0.80629,0.842397,0.83136
"adhoc6",50,975,0.815488,0.798158,0.800684,0.798455,0.807173,0.84065,0.82412
"adhoc6",60,975,0.841077,0.817751,0.819923,0.818621,0.824486,0.873566,0.851295
"adhoc6",70,975,0.784512,0.798659,0.80139,0.802066,0.806571,0.854833,0.828344
"adhoc6",80,975,0.826263,0.841288,0.842481,0.843508,0.845829,0.895293,0.88015
"adhoc6",90,975,0.803367,0.849914,0.850292,0.851696,0.853642,0.907059,0.893972
"adhoc6",100,975,0.861279,0.855834,0.856798,0.85723,0.859599,0.907735,0.903867
"adhoc6",10,976,0.582492,0.658602,0.648751,0.621031,0.689341,0.725709,0.504638
"adhoc6",20,976,0.745455,0.730176,0.728662,0.715502,0.747888,0.734666,0.687001
"adhoc6",30,976,0.740067,0.761114,0.762882,0.756991,0.775391,0.799182,0.764653
"adhoc6",40,976,0.715825,0.74603,0.74601,0.74466,0.755459,0.774052,0.70422
"adhoc6",50,976,0.785859,0.764729,0.769518,0.766746,0.777096,0.806621,0.769473
"adhoc6",60,976,0.808754,0.801499,0.803081,0.804076,0.808463,0.847588,0.820082
"adhoc6",70,976,0.815488,0.806847,0.808005,0.808156,0.812451,0.855472,0.836957
"adhoc6",80,976,0.810101,0.830645,0.832408,0.83191,0.835729,0.876947,0.863192
"adhoc6",90,976,0.861279,0.830601,0.832313,0.832866,0.83548,0.872971,0.870519
"adhoc6",100,976,0.857239,0.847064,0.848809,0.849316,0.851659,0.901395,0.895842
"adhoc6",10,977,0.630976,0.655204,0.650602,0.61933,0.692346,0.668779,0.485692
"adhoc6",20,977,0.703704,0.693152,0.683896,0.677439,0.708971,0.66796,0.562628
"adhoc6",30,977,0.711785,0.696074,0.702522,0.691684,0.714509,0.706427,0.656438
"adhoc6",40,977,0.738721,0.759596,0.75792,0.757248,0.766923,0.783583,0.752274
"adhoc6",50,977,0.851852,0.774777,0.775011,0.77425,0.784031,0.805919,0.784444
"adhoc6",60,977,0.843771,0.831552,0.834514,0.831982,0.839302,0.88081,0.874395
"adhoc6",70,977,0.847811,0.820673,0.82193,0.822338,0.826395,0.876428,0.856342
"adhoc6",80,977,0.845118,0.824105,0.827169,0.826287,0.830979,0.870987,0.86538
"adhoc6",90,977,0.784512,0.847238,0.848921,0.849731,0.85153,0.903771,0.890681
"adhoc6",100,977,0.884175,0.846077,0.84818,0.848995,0.850637,0.898092,0.895921
"adhoc6",10,978,0.442424,0.71971,0.703779,0.679798,0.74564,0.755991,0.635104
"adhoc6",20,978,0.621549,0.696816,0.695709,0.6841,0.714714,0.692657,0.614782
"adhoc6",30,978,0.647138,0.826242,0.825383,0.819755,0.836894,0.881663,0.86322
"adhoc6",40,978,0.706397,0.760443,0.763558,0.758688,0.773352,0.798473,0.771846
"adhoc6",50,978,0.79798,0.796823,0.797042,0.796937,0.805708,0.849506,0.83106
"adhoc6",60,978,0.815488,0.813068,0.81608,0.814239,0.821891,0.867289,0.849174
"adhoc6",70,978,0.820875,0.83356,0.836631,0.835411,0.840042,0.887834,0.875007
"adhoc6",80,978,0.858586,0.816276,0.818479,0.817684,0.821838,0.863747,0.845812
"adhoc6",90,978,0.877441,0.834968,0.837468,0.837329,0.840789,0.880931,0.877161
"adhoc6",100,978,0.846465,0.834956,0.837539,0.838161,0.840352,0.887978,0.882421
"adhoc6",10,979,0.381818,0.59878,0.589243,0.564377,0.629445,0.621145,0.176756
"adhoc6",20,979,0.738721,0.684492,0.685266,0.672577,0.705292,0.695825,0.585927
"adhoc6",30,979,0.761616,0.748804,0.753727,0.74433,0.765121,0.779783,0.725062
"adhoc6",40,979,0.796633,0.78252,0.78814,0.781695,0.796229,0.834401,0.813498
"adhoc6",50,979,0.870707,0.80504,0.809295,0.805788,0.816684,0.85903,0.841656
"adhoc6",60,979,0.845118,0.784492,0.784945,0.78536,0.790137,0.828865,0.783406
"adhoc6",70,979,0.757576,0.813405,0.815368,0.814575,0.820222,0.856057,0.838751
"adhoc6",80,979,0.83569,0.827429,0.830296,0.829963,0.834585,0.876761,0.867174
"adhoc6",90,979,0.808754,0.822044,0.824177,0.823887,0.82741,0.870466,0.853672
"adhoc6",100,979,0.862626,0.842632,0.844567,0.844982,0.847142,0.892205,0.888844
"adhoc6",10,980,0.63771,0.654862,0.643538,0.613954,0.68637,0.612566,0.511933
"adhoc6",20,980,0.594613,0.696162,0.692601,0.682247,0.712589,0.724418,0.594609
"adhoc6",30,980,0.761616,0.690182,0.69182,0.685239,0.70583,0.699089,0.593869
"adhoc6",40,980,0.758923,0.756566,0.761265,0.755565,0.770641,0.80443,0.778041
"adhoc6",50,980,0.793939,0.768357,0.771165,0.769002,0.778245,0.814615,0.777671
"adhoc6",60,980,0.796633,0.816333,0.81783,0.816975,0.823034,0.866972,0.854437
"adhoc6",70,980,0.830303,0.839733,0.842153,0.841172,0.845391,0.886985,0.886106
"adhoc6",80,980,0.826263,0.815107,0.817453,0.817164,0.821494,0.868346,0.851773
"adhoc6",90,980,0.843771,0.831165,0.83315,0.834012,0.836583,0.877987,0.875734
"adhoc6",100,980,0.83165,0.857279,0.859572,0.860602,0.861984,0.909015,0.901281
"adhoc6",10,981,0.626936,0.709997,0.69746,0.666226,0.744084,0.768946,0.686026
"adhoc6",20,981,0.733333,0.717477,0.716967,0.704827,0.736435,0.748826,0.643854
