"collection","n_t","trial","actual","KD","ML","MSQD","RES","SHw","SHwo"
"adhoc6",40,256,0.680073,0.715703,0.719552,0.716171,0.727287,0.775513,0.718109
"adhoc6",50,256,0.751975,0.742947,0.74821,0.744708,0.7546,0.800182,0.768263
"adhoc6",60,256,0.708411,0.772706,0.776962,0.77514,0.78199,0.824981,0.826379
"adhoc6",70,256,0.802929,0.800084,0.804214,0.802401,0.807626,0.867641,0.852616
"adhoc6",80,256,0.843423,0.824046,0.828592,0.826414,0.830671,0.881098,0.8844
"adhoc6",90,256,0.832565,0.808245,0.811047,0.811015,0.813886,0.867837,0.866183
"adhoc6",100,256,0.848174,0.847358,0.850358,0.849621,0.853461,0.902293,0.908007
"adhoc6",10,257,0.616395,0.587051,0.574189,0.546498,0.613556,0.568651,0.379234
"adhoc6",20,257,0.671961,0.699349,0.7005,0.686278,0.72004,0.734354,0.708993
"adhoc6",30,257,0.589748,0.742442,0.741503,0.736406,0.754608,0.794663,0.754833
"adhoc6",40,257,0.696274,0.778752,0.779721,0.776636,0.788316,0.821343,0.815903
"adhoc6",50,257,0.7492,0.801171,0.806063,0.800575,0.812027,0.853366,0.851669
"adhoc6",60,257,0.809956,0.793424,0.795043,0.794878,0.799733,0.847011,0.84287
"adhoc6",70,257,0.769633,0.76552,0.769261,0.768436,0.77474,0.829147,0.806577
"adhoc6",80,257,0.796406,0.829281,0.832129,0.831168,0.835364,0.887535,0.883694
"adhoc6",90,257,0.830528,0.82622,0.827385,0.827676,0.830915,0.886646,0.875439
"adhoc6",100,257,0.858749,0.819491,0.822093,0.823281,0.824328,0.876661,0.872947
"adhoc6",10,258,0.665067,0.650339,0.637646,0.609121,0.681444,0.680893,0.540032
"adhoc6",20,258,0.470145,0.622018,0.619128,0.608068,0.637942,0.632945,0.56422
"adhoc6",30,258,0.693496,0.689664,0.695376,0.68717,0.708066,0.722038,0.685315
"adhoc6",40,258,0.730572,0.729907,0.732284,0.727538,0.742097,0.771967,0.743562
"adhoc6",50,258,0.812565,0.760606,0.763442,0.761086,0.769762,0.820067,0.801496
"adhoc6",60,258,0.793412,0.771313,0.77365,0.773112,0.778811,0.812391,0.81365
"adhoc6",70,258,0.654844,0.786825,0.792836,0.789247,0.795608,0.840305,0.828994
"adhoc6",80,258,0.848159,0.800015,0.803575,0.803347,0.80712,0.861626,0.848115
"adhoc6",90,258,0.805904,0.800952,0.804497,0.80428,0.807701,0.864648,0.8518
"adhoc6",100,258,0.79347,0.817452,0.818321,0.821622,0.821222,0.872474,0.874052
"adhoc6",10,259,0.579851,0.593698,0.580935,0.552671,0.623234,0.587222,0.475134
"adhoc6",20,259,0.65736,0.665617,0.669583,0.654106,0.688594,0.68672,0.649743
"adhoc6",30,259,0.675945,0.742193,0.739993,0.736708,0.754111,0.777777,0.76504
"adhoc6",40,259,0.743844,0.743609,0.74358,0.744074,0.751714,0.803243,0.758328
"adhoc6",50,259,0.715596,0.778466,0.782439,0.779079,0.789402,0.829834,0.821913
"adhoc6",60,259,0.860216,0.808907,0.811785,0.808985,0.816936,0.86129,0.864119
"adhoc6",70,259,0.789251,0.820547,0.826419,0.823735,0.829692,0.883123,0.874343
"adhoc6",80,259,0.838254,0.820074,0.824314,0.821942,0.827937,0.874435,0.862163
"adhoc6",90,259,0.788305,0.813733,0.816016,0.81666,0.819794,0.866636,0.866808
"adhoc6",100,259,0.830467,0.841787,0.845483,0.845076,0.847664,0.90082,0.89593
"adhoc6",10,260,0.480533,0.613929,0.607638,0.577295,0.648489,0.630842,0.481892
"adhoc6",20,260,0.550301,0.704356,0.702801,0.687134,0.722665,0.74655,0.731178
"adhoc6",30,260,0.809006,0.701396,0.704806,0.696149,0.717197,0.754809,0.71876
"adhoc6",40,260,0.786138,0.717181,0.718375,0.714183,0.726845,0.764252,0.734032
"adhoc6",50,260,0.836272,0.749681,0.751508,0.749539,0.758516,0.795858,0.787786
"adhoc6",60,260,0.801371,0.765713,0.765525,0.765412,0.770683,0.820066,0.808554
"adhoc6",70,260,0.765121,0.788056,0.789925,0.790433,0.794762,0.842671,0.840299
"adhoc6",80,260,0.821646,0.790387,0.792756,0.792912,0.796473,0.840673,0.836599
"adhoc6",90,260,0.856411,0.82359,0.826177,0.82692,0.82886,0.877799,0.874707
"adhoc6",100,260,0.818765,0.823585,0.827393,0.826485,0.830166,0.882644,0.882856
"adhoc6",10,261,0.602817,0.661361,0.657842,0.627739,0.695642,0.742396,0.626103
"adhoc6",20,261,0.618223,0.629099,0.627915,0.615266,0.647829,0.633674,0.544502
"adhoc6",30,261,0.783713,0.679088,0.680524,0.672006,0.692495,0.694533,0.658198
"adhoc6",40,261,0.765679,0.696115,0.699278,0.693817,0.708755,0.740063,0.698595
"adhoc6",50,261,0.715834,0.780261,0.782593,0.779895,0.789521,0.833736,0.82316
"adhoc6",60,261,0.829672,0.78613,0.78965,0.786315,0.793509,0.841092,0.831013
"adhoc6",70,261,0.844664,0.797975,0.800816,0.799743,0.80485,0.846555,0.850579
"adhoc6",80,261,0.806027,0.811924,0.814138,0.81352,0.817638,0.874419,0.861547
"adhoc6",90,261,0.82857,0.813359,0.817152,0.815946,0.820403,0.873565,0.872202
"adhoc6",100,261,0.848185,0.833995,0.836281,0.83628,0.839284,0.897258,0.895096
"adhoc6",10,262,0.547698,0.61901,0.610367,0.583273,0.651376,0.597967,0.440696
"adhoc6",20,262,0.723595,0.657585,0.654209,0.644841,0.673884,0.702524,0.589455
"adhoc6",30,262,0.761919,0.695787,0.701053,0.69116,0.715055,0.730043,0.69991
"adhoc6",40,262,0.684388,0.696983,0.701576,0.695856,0.710694,0.731043,0.690396
"adhoc6",50,262,0.748586,0.746073,0.751316,0.746641,0.757111,0.789321,0.780887
"adhoc6",60,262,0.667235,0.798789,0.802218,0.799195,0.80704,0.847956,0.856711
"adhoc6",70,262,0.814111,0.827314,0.831056,0.829725,0.835497,0.883713,0.884882
"adhoc6",80,262,0.849921,0.800707,0.803457,0.802201,0.807948,0.863283,0.84778
"adhoc6",90,262,0.838036,0.807963,0.810818,0.810596,0.813857,0.866687,0.854921
"adhoc6",100,262,0.780436,0.830518,0.832455,0.833594,0.834484,0.880339,0.889377
"adhoc6",10,263,0.61752,0.560485,0.54922,0.520873,0.590771,0.495623,0.350523
"adhoc6",20,263,0.654272,0.589374,0.589503,0.572572,0.610697,0.576977,0.484168
"adhoc6",30,263,0.678202,0.722734,0.723828,0.717101,0.735157,0.771905,0.739516
"adhoc6",40,263,0.650341,0.750446,0.751735,0.747666,0.761162,0.800584,0.790712
"adhoc6",50,263,0.757859,0.747121,0.749966,0.746293,0.756656,0.795479,0.776913
"adhoc6",60,263,0.755552,0.754826,0.756823,0.756499,0.763034,0.800623,0.787276
"adhoc6",70,263,0.884679,0.808558,0.812227,0.810185,0.816642,0.862984,0.864822
"adhoc6",80,263,0.8212,0.820662,0.822633,0.821701,0.826363,0.884278,0.869996
"adhoc6",90,263,0.876741,0.811171,0.81358,0.814248,0.816257,0.862038,0.860404
"adhoc6",100,263,0.868529,0.820533,0.823762,0.824389,0.82644,0.87633,0.879721
"adhoc6",10,264,0.555716,0.676611,0.665716,0.638692,0.709066,0.680068,0.628847
"adhoc6",20,264,0.732428,0.692213,0.688057,0.675892,0.711181,0.730667,0.682387
"adhoc6",30,264,0.727043,0.724544,0.729152,0.721243,0.740869,0.752911,0.725726
"adhoc6",40,264,0.777041,0.735953,0.738096,0.737724,0.74787,0.772782,0.762243
"adhoc6",50,264,0.823131,0.784971,0.790108,0.786923,0.794863,0.845251,0.833443
"adhoc6",60,264,0.80306,0.789344,0.793843,0.791028,0.798713,0.853301,0.84302
"adhoc6",70,264,0.790001,0.798479,0.802659,0.801176,0.806555,0.865164,0.850243
"adhoc6",80,264,0.763783,0.797425,0.802302,0.801077,0.805902,0.852226,0.845117
"adhoc6",90,264,0.798482,0.83755,0.841709,0.840637,0.844455,0.890569,0.893156
"adhoc6",100,264,0.819558,0.835751,0.838944,0.838519,0.840999,0.893386,0.891341
"adhoc6",10,265,0.4953,0.587333,0.572405,0.54918,0.613875,0.577378,0.41919
"adhoc6",20,265,0.541728,0.635231,0.636708,0.622837,0.65681,0.661208,0.568164
"adhoc6",30,265,0.743089,0.713308,0.720269,0.710192,0.732871,0.756476,0.724566
"adhoc6",40,265,0.726129,0.767426,0.767639,0.763706,0.776994,0.821576,0.803154
"adhoc6",50,265,0.724337,0.786612,0.786583,0.78464,0.793605,0.843683,0.82735
"adhoc6",60,265,0.788054,0.786301,0.791225,0.788692,0.795021,0.845644,0.825048
"adhoc6",70,265,0.853928,0.798406,0.802316,0.799359,0.807479,0.855538,0.85202
"adhoc6",80,265,0.837364,0.790806,0.792783,0.792912,0.796856,0.84622,0.832468
"adhoc6",90,265,0.846922,0.82153,0.82496,0.824167,0.827553,0.872294,0.870672
"adhoc6",100,265,0.820746,0.824868,0.828182,0.827275,0.832209,0.881253,0.87918
"adhoc6",10,266,0.601127,0.569314,0.553811,0.528387,0.5981,0.59926,0.405707
"adhoc6",20,266,0.703534,0.669897,0.669978,0.662435,0.687981,0.686977,0.566251
"adhoc6",30,266,0.618389,0.702027,0.707138,0.696862,0.716965,0.741114,0.707119
"adhoc6",40,266,0.769586,0.738369,0.740861,0.735838,0.749639,0.792489,0.769884
"adhoc6",50,266,0.830978,0.782025,0.787766,0.783648,0.793852,0.839258,0.835353
"adhoc6",60,266,0.788169,0.800991,0.803021,0.800874,0.808056,0.854314,0.863603
"adhoc6",70,266,0.808742,0.795795,0.797118,0.796223,0.802259,0.859079,0.838984
"adhoc6",80,266,0.765115,0.789711,0.793759,0.791297,0.797748,0.840852,0.83684
"adhoc6",90,266,0.787612,0.794793,0.797517,0.797628,0.799781,0.846495,0.83968
"adhoc6",100,266,0.815688,0.823662,0.826926,0.827024,0.828709,0.885904,0.883561
"adhoc6",10,267,0.565026,0.667081,0.644798,0.622303,0.689977,0.702133,0.587953
"adhoc6",20,267,0.640137,0.697699,0.696716,0.68334,0.718033,0.719458,0.702153
"adhoc6",30,267,0.76046,0.741139,0.745262,0.735794,0.757574,0.784486,0.779004
"adhoc6",40,267,0.785776,0.762423,0.767195,0.760909,0.775976,0.809106,0.812874
"adhoc6",50,267,0.806348,0.753462,0.757571,0.754505,0.764163,0.806091,0.797212
"adhoc6",60,267,0.819093,0.812363,0.814596,0.812803,0.819302,0.864524,0.866398
"adhoc6",70,267,0.7756,0.785673,0.79115,0.788004,0.795293,0.845017,0.840129
"adhoc6",80,267,0.783882,0.806319,0.811699,0.810615,0.81539,0.864412,0.860135
"adhoc6",90,267,0.819366,0.820981,0.822816,0.822861,0.826576,0.879409,0.877548
"adhoc6",100,267,0.865448,0.837091,0.840547,0.840285,0.843898,0.893608,0.899722
"adhoc6",10,268,0.463924,0.499448,0.494635,0.474124,0.527841,0.537453,0.121935
"adhoc6",20,268,0.676293,0.557509,0.556476,0.543547,0.575052,0.54421,0.356375
"adhoc6",30,268,0.786862,0.746995,0.747421,0.7435,0.759925,0.789752,0.776653
"adhoc6",40,268,0.771788,0.761859,0.76356,0.75997,0.771861,0.80882,0.793946
"adhoc6",50,268,0.840652,0.767685,0.769067,0.767738,0.775704,0.824479,0.807714
"adhoc6",60,268,0.74841,0.774903,0.777516,0.776173,0.783354,0.822672,0.816231
"adhoc6",70,268,0.774505,0.814381,0.816215,0.815823,0.819384,0.872729,0.870769
"adhoc6",80,268,0.818842,0.815411,0.816943,0.817161,0.82079,0.861713,0.868799
"adhoc6",90,268,0.755144,0.79936,0.802402,0.803411,0.805021,0.855986,0.851981
"adhoc6",100,268,0.865242,0.821159,0.823607,0.82393,0.826427,0.88547,0.87823
"adhoc6",10,269,0.684116,0.596774,0.584775,0.555283,0.628754,0.587454,0.473624
"adhoc6",20,269,0.615382,0.702704,0.707866,0.693115,0.724115,0.754084,0.704725
"adhoc6",30,269,0.64629,0.71418,0.718159,0.707286,0.729704,0.746231,0.745239
"adhoc6",40,269,0.788769,0.754539,0.759624,0.753136,0.768272,0.810813,0.797829
"adhoc6",50,269,0.819811,0.790061,0.793118,0.791822,0.799375,0.838911,0.837822
"adhoc6",60,269,0.84549,0.768643,0.771304,0.770346,0.776952,0.823494,0.8183
"adhoc6",70,269,0.873299,0.81397,0.816468,0.814337,0.820094,0.863898,0.869499
"adhoc6",80,269,0.784686,0.81129,0.813531,0.812848,0.817072,0.869559,0.864559
"adhoc6",90,269,0.70556,0.831952,0.832693,0.834275,0.836059,0.88817,0.88388
"adhoc6",100,269,0.832167,0.829693,0.831928,0.833075,0.83481,0.891331,0.885549
"adhoc6",10,270,0.573866,0.537634,0.534467,0.505054,0.571239,0.552334,0.331539
"adhoc6",20,270,0.591151,0.610008,0.607541,0.597001,0.628871,0.641383,0.528371
"adhoc6",30,270,0.700637,0.674682,0.679897,0.669765,0.69208,0.718837,0.661629
"adhoc6",40,270,0.771942,0.754141,0.757235,0.75147,0.764914,0.813919,0.782448
"adhoc6",50,270,0.794606,0.774711,0.77624,0.773584,0.783785,0.832389,0.819335
"adhoc6",60,270,0.767509,0.787123,0.788518,0.788487,0.793167,0.836294,0.829508
"adhoc6",70,270,0.831548,0.798608,0.802093,0.799722,0.806081,0.867765,0.848115
"adhoc6",80,270,0.735594,0.818552,0.821606,0.820178,0.824169,0.872591,0.874034
"adhoc6",90,270,0.791504,0.821259,0.824736,0.825135,0.82827,0.870473,0.880115
"adhoc6",100,270,0.829076,0.859122,0.861647,0.860449,0.863895,0.914668,0.9184
"adhoc6",10,271,0.366053,0.538157,0.530448,0.500868,0.573857,0.565926,0.267726
"adhoc6",20,271,0.717168,0.693535,0.69505,0.679983,0.71275,0.730355,0.702222
"adhoc6",30,271,0.709288,0.758378,0.763513,0.756193,0.775411,0.802684,0.78769
"adhoc6",40,271,0.760434,0.77673,0.779004,0.77464,0.788177,0.825535,0.824433
"adhoc6",50,271,0.765204,0.759862,0.760278,0.759599,0.767501,0.804576,0.779122
"adhoc6",60,271,0.791716,0.783599,0.786705,0.785022,0.792877,0.841534,0.827545
"adhoc6",70,271,0.785153,0.799554,0.803221,0.80283,0.807042,0.853548,0.861718
"adhoc6",80,271,0.847357,0.793335,0.797482,0.797153,0.799867,0.842423,0.839829
"adhoc6",90,271,0.817495,0.790087,0.792337,0.792043,0.795938,0.837905,0.840058
"adhoc6",100,271,0.796585,0.820713,0.823723,0.823906,0.826704,0.870224,0.869283
"adhoc6",10,272,0.503576,0.562897,0.55602,0.524911,0.595614,0.588965,0.364565
"adhoc6",20,272,0.601413,0.629099,0.625979,0.615134,0.645005,0.667759,0.560898
"adhoc6",30,272,0.678956,0.71381,0.716007,0.708812,0.728542,0.76612,0.725214
"adhoc6",40,272,0.726635,0.704965,0.705007,0.704536,0.713998,0.757489,0.701702
"adhoc6",50,272,0.804511,0.723381,0.725195,0.726234,0.732623,0.761279,0.742544
"adhoc6",60,272,0.81889,0.786853,0.789557,0.789489,0.794822,0.84729,0.834038
"adhoc6",70,272,0.774655,0.80878,0.811387,0.810625,0.814848,0.868435,0.862107
"adhoc6",80,272,0.814336,0.798676,0.801184,0.800014,0.80388,0.856723,0.840163
"adhoc6",90,272,0.82336,0.817654,0.820227,0.820052,0.823501,0.872719,0.872553
"adhoc6",100,272,0.884728,0.830072,0.832286,0.831825,0.834747,0.883761,0.887732
"adhoc6",10,273,0.52656,0.55274,0.547063,0.522132,0.581489,0.54234,0.301051
"adhoc6",20,273,0.549872,0.617172,0.61857,0.604443,0.640006,0.647873,0.547749
"adhoc6",30,273,0.777271,0.709492,0.707824,0.703001,0.721422,0.749417,0.719878
"adhoc6",40,273,0.706032,0.741042,0.743938,0.738873,0.751624,0.797987,0.758103
"adhoc6",50,273,0.772158,0.772793,0.776593,0.772621,0.782072,0.831509,0.804803
"adhoc6",60,273,0.791057,0.766945,0.770566,0.769369,0.776071,0.823286,0.810149
"adhoc6",70,273,0.786668,0.764901,0.769174,0.767827,0.773442,0.821445,0.807822
"adhoc6",80,273,0.741553,0.803257,0.805786,0.805421,0.809334,0.86233,0.859643
"adhoc6",90,273,0.794198,0.791591,0.794763,0.794481,0.799059,0.846566,0.836635
"adhoc6",100,273,0.823011,0.857272,0.859374,0.859874,0.862494,0.914451,0.909835
"adhoc6",10,274,0.513141,0.695822,0.688479,0.660916,0.725221,0.721994,0.647584
"adhoc6",20,274,0.596666,0.621546,0.621174,0.607884,0.64117,0.613907,0.548396
"adhoc6",30,274,0.73707,0.704961,0.7089,0.700366,0.722057,0.742941,0.701386
"adhoc6",40,274,0.80517,0.724856,0.727957,0.724056,0.736396,0.783301,0.737876
"adhoc6",50,274,0.801751,0.791345,0.79313,0.790103,0.799898,0.83874,0.841955
"adhoc6",60,274,0.836654,0.754954,0.758137,0.75598,0.763661,0.804571,0.800177
"adhoc6",70,274,0.819786,0.804328,0.808567,0.807085,0.8128,0.85696,0.857932
"adhoc6",80,274,0.791469,0.813928,0.819079,0.817406,0.822534,0.866072,0.866296
"adhoc6",90,274,0.902375,0.822727,0.824711,0.82454,0.828239,0.881528,0.883235
"adhoc6",100,274,0.867091,0.829363,0.832576,0.831918,0.834477,0.884416,0.881348
"adhoc6",10,275,0.501804,0.600494,0.586061,0.561793,0.625546,0.609383,0.429152
"adhoc6",20,275,0.573294,0.641862,0.642479,0.631553,0.660592,0.679006,0.542439
"adhoc6",30,275,0.774392,0.735222,0.735349,0.729892,0.747545,0.790886,0.742064
"adhoc6",40,275,0.76677,0.728399,0.733938,0.727425,0.743749,0.775756,0.760384
"adhoc6",50,275,0.667846,0.739859,0.741033,0.740759,0.748566,0.78625,0.766828
"adhoc6",60,275,0.766137,0.770503,0.773851,0.771785,0.77986,0.825777,0.816917
"adhoc6",70,275,0.869504,0.778204,0.781103,0.78172,0.785999,0.827616,0.811414
"adhoc6",80,275,0.813541,0.778147,0.781559,0.780738,0.786021,0.836959,0.81453
"adhoc6",90,275,0.814342,0.829568,0.832408,0.832253,0.835635,0.88895,0.885066
"adhoc6",100,275,0.823406,0.838512,0.840321,0.840104,0.843206,0.893454,0.894571
"adhoc6",10,276,0.595426,0.602668,0.586397,0.559522,0.628022,0.602062,0.373469
"adhoc6",20,276,0.627079,0.657411,0.656798,0.64934,0.674626,0.673434,0.599205
"adhoc6",30,276,0.700248,0.733625,0.735569,0.728208,0.748028,0.770946,0.753333
"adhoc6",40,276,0.663287,0.729418,0.733437,0.729593,0.742585,0.774381,0.747739
"adhoc6",50,276,0.739493,0.73025,0.732474,0.728714,0.740459,0.782239,0.750703
"adhoc6",60,276,0.763649,0.781589,0.783966,0.782487,0.789228,0.830116,0.832496
"adhoc6",70,276,0.797359,0.793328,0.796082,0.794556,0.800616,0.854578,0.842067
"adhoc6",80,276,0.809906,0.791199,0.794766,0.793409,0.797971,0.855398,0.832449
"adhoc6",90,276,0.821505,0.814981,0.819771,0.818868,0.821636,0.877281,0.867891
"adhoc6",100,276,0.753562,0.777742,0.779266,0.779882,0.782041,0.843348,0.815318
"adhoc6",10,277,0.557222,0.64035,0.629725,0.600935,0.675099,0.69504,0.554889
"adhoc6",20,277,0.677845,0.655804,0.65619,0.642285,0.674397,0.686093,0.614953
"adhoc6",30,277,0.798364,0.720631,0.727338,0.716027,0.73901,0.754923,0.739224
"adhoc6",40,277,0.778976,0.768527,0.771194,0.766514,0.779702,0.824613,0.815684
"adhoc6",50,277,0.846201,0.790611,0.795945,0.792823,0.801063,0.857774,0.84357
"adhoc6",60,277,0.811096,0.802945,0.807475,0.804258,0.812421,0.86073,0.851179
"adhoc6",70,277,0.832967,0.791751,0.794844,0.792965,0.798861,0.853718,0.840101
"adhoc6",80,277,0.840596,0.801219,0.803965,0.803561,0.807736,0.873502,0.852211
"adhoc6",90,277,0.808792,0.822667,0.824835,0.82519,0.827908,0.875575,0.873764
"adhoc6",100,277,0.834685,0.839322,0.842845,0.842984,0.844717,0.90283,0.891255
"adhoc6",10,278,0.71213,0.646246,0.634603,0.60617,0.674407,0.65187,0.581956
"adhoc6",20,278,0.764896,0.689504,0.690469,0.678201,0.708071,0.697209,0.664232
"adhoc6",30,278,0.557741,0.740158,0.746246,0.736738,0.757119,0.786658,0.77615
"adhoc6",40,278,0.78836,0.764483,0.765463,0.762725,0.774695,0.821166,0.797893
"adhoc6",50,278,0.705975,0.714251,0.717839,0.716195,0.724157,0.760433,0.731001
"adhoc6",60,278,0.796157,0.782689,0.786538,0.785957,0.792581,0.840205,0.833764
"adhoc6",70,278,0.859546,0.792213,0.794122,0.793793,0.799626,0.847834,0.835134
"adhoc6",80,278,0.83778,0.791091,0.793024,0.793425,0.795757,0.852058,0.834406
"adhoc6",90,278,0.815636,0.820603,0.823207,0.823651,0.826358,0.876189,0.871459
"adhoc6",100,278,0.91246,0.846708,0.849212,0.84846,0.852146,0.899885,0.896208
"adhoc6",10,279,0.682394,0.667806,0.649879,0.625641,0.694394,0.706096,0.625862
"adhoc6",20,279,0.712532,0.676994,0.677436,0.660191,0.700631,0.693428,0.648325
"adhoc6",30,279,0.565125,0.698687,0.697837,0.692825,0.709767,0.725901,0.674792
"adhoc6",40,279,0.655456,0.732112,0.736785,0.731144,0.745584,0.780434,0.75876
"adhoc6",50,279,0.819733,0.780704,0.784085,0.780776,0.791092,0.823117,0.830293
"adhoc6",60,279,0.783369,0.773457,0.778565,0.775109,0.784776,0.819524,0.824405
"adhoc6",70,279,0.797704,0.812983,0.816198,0.815571,0.820991,0.86855,0.860043
"adhoc6",80,279,0.826812,0.802055,0.805547,0.805753,0.80939,0.850745,0.845626
"adhoc6",90,279,0.756201,0.794391,0.797014,0.796797,0.800194,0.843589,0.840169
"adhoc6",100,279,0.880635,0.819541,0.821534,0.822523,0.824517,0.873992,0.871919
"adhoc6",10,280,0.623233,0.585661,0.578145,0.549377,0.613749,0.631526,0.419152
"adhoc6",20,280,0.653161,0.65101,0.652672,0.640457,0.672857,0.666423,0.602805
"adhoc6",30,280,0.690215,0.667073,0.672234,0.664397,0.685447,0.697598,0.628964
"adhoc6",40,280,0.788063,0.758512,0.759241,0.75672,0.768765,0.811661,0.802024
"adhoc6",50,280,0.824529,0.762682,0.765539,0.76399,0.773888,0.819051,0.798984
"adhoc6",60,280,0.722724,0.815454,0.818766,0.816362,0.822888,0.872397,0.872128
"adhoc6",70,280,0.888724,0.818079,0.821277,0.819674,0.82551,0.880696,0.866059
"adhoc6",80,280,0.883088,0.816974,0.820957,0.819144,0.824679,0.86501,0.869461
"adhoc6",90,280,0.813677,0.836,0.838595,0.838877,0.841387,0.893562,0.899299
"adhoc6",100,280,0.831419,0.831788,0.833838,0.834104,0.837304,0.882971,0.887357
"adhoc6",10,281,0.547855,0.637429,0.629596,0.5978,0.671647,0.686912,0.574802
"adhoc6",20,281,0.735507,0.661344,0.670299,0.653197,0.687606,0.708167,0.652547
"adhoc6",30,281,0.730947,0.742858,0.742339,0.739293,0.755622,0.789729,0.75709
"adhoc6",40,281,0.79635,0.765732,0.770131,0.764188,0.778073,0.819355,0.794758
"adhoc6",50,281,0.77464,0.789241,0.792292,0.789307,0.799021,0.846053,0.843119
"adhoc6",60,281,0.801061,0.782969,0.789058,0.785277,0.79478,0.845517,0.831252
"adhoc6",70,281,0.774485,0.780927,0.782656,0.782783,0.787821,0.81976,0.821742
"adhoc6",80,281,0.782543,0.812806,0.813727,0.815024,0.817419,0.866946,0.862455
"adhoc6",90,281,0.884065,0.825502,0.828871,0.82887,0.831255,0.881362,0.877554
"adhoc6",100,281,0.843072,0.829318,0.832027,0.832398,0.834533,0.888849,0.882817
"adhoc6",10,282,0.598023,0.642793,0.629085,0.604995,0.669649,0.677952,0.498348
"adhoc6",20,282,0.630997,0.594307,0.600505,0.584971,0.619212,0.637946,0.498973
"adhoc6",30,282,0.742801,0.765561,0.7702,0.763677,0.779703,0.816528,0.798292
"adhoc6",40,282,0.79276,0.745851,0.748137,0.743685,0.757083,0.804985,0.764544
"adhoc6",50,282,0.778865,0.774165,0.776004,0.774498,0.783176,0.815239,0.823484
"adhoc6",60,282,0.818695,0.807879,0.812518,0.809304,0.81627,0.874134,0.865867
"adhoc6",70,282,0.8589,0.793746,0.796066,0.796531,0.800909,0.848678,0.832862
"adhoc6",80,282,0.878004,0.8187,0.821774,0.821606,0.826608,0.870734,0.868933
"adhoc6",90,282,0.818151,0.82591,0.830125,0.829466,0.833293,0.877713,0.888019
"adhoc6",100,282,0.844872,0.830389,0.833734,0.833108,0.836578,0.889361,0.885322
"adhoc6",10,283,0.600901,0.679266,0.669859,0.641031,0.70864,0.684155,0.645666
"adhoc6",20,283,0.642709,0.621692,0.620562,0.609164,0.642179,0.620832,0.495044
"adhoc6",30,283,0.738786,0.728175,0.730769,0.721727,0.744493,0.769056,0.741411
"adhoc6",40,283,0.733456,0.771613,0.775534,0.770143,0.783987,0.820788,0.817093
"adhoc6",50,283,0.803509,0.741366,0.742047,0.741757,0.750654,0.769714,0.756466
"adhoc6",60,283,0.7674,0.748899,0.751895,0.750603,0.758576,0.80101,0.785207
"adhoc6",70,283,0.786379,0.791422,0.794861,0.794512,0.79926,0.847878,0.838829
"adhoc6",80,283,0.792021,0.787791,0.790246,0.790723,0.793781,0.844514,0.829571
"adhoc6",90,283,0.813031,0.817165,0.819217,0.819358,0.824012,0.874991,0.871552
"adhoc6",100,283,0.879157,0.838695,0.839641,0.839623,0.842461,0.900637,0.889487
"adhoc6",10,284,0.594881,0.645905,0.641965,0.612417,0.683394,0.699151,0.579458
"adhoc6",20,284,0.681906,0.703764,0.705685,0.691534,0.725249,0.752395,0.708028
"adhoc6",30,284,0.65921,0.7093,0.713655,0.703463,0.726185,0.759427,0.71858
"adhoc6",40,284,0.731096,0.730228,0.734933,0.729537,0.744693,0.781563,0.757651
"adhoc6",50,284,0.772442,0.783248,0.786739,0.783626,0.79315,0.840251,0.826076
"adhoc6",60,284,0.808572,0.796847,0.798398,0.797445,0.803631,0.840768,0.843153
"adhoc6",70,284,0.721201,0.806591,0.809399,0.807287,0.813274,0.862839,0.863794
"adhoc6",80,284,0.855752,0.809402,0.812141,0.812502,0.816447,0.861115,0.858819
"adhoc6",90,284,0.862488,0.816626,0.820983,0.819727,0.823465,0.873806,0.8679
"adhoc6",100,284,0.744958,0.808273,0.812332,0.812543,0.815328,0.868598,0.853065
"adhoc6",10,285,0.561058,0.597246,0.58755,0.557773,0.629441,0.596767,0.482198
"adhoc6",20,285,0.77467,0.708169,0.705798,0.698194,0.724184,0.728882,0.69858
"adhoc6",30,285,0.668982,0.73376,0.739923,0.729579,0.752069,0.785182,0.767918
"adhoc6",40,285,0.767144,0.747146,0.749739,0.746161,0.758933,0.803042,0.774346
"adhoc6",50,285,0.780193,0.740692,0.74436,0.740661,0.750581,0.78532,0.771482
"adhoc6",60,285,0.791775,0.798108,0.800917,0.798886,0.805109,0.863163,0.853086
"adhoc6",70,285,0.797753,0.785954,0.791616,0.788502,0.796486,0.837821,0.835834
"adhoc6",80,285,0.807119,0.832165,0.83565,0.834817,0.839506,0.890848,0.890391
"adhoc6",90,285,0.844687,0.813114,0.817112,0.816195,0.81933,0.870612,0.863647
"adhoc6",100,285,0.882027,0.829049,0.831937,0.831934,0.834561,0.889419,0.884661
"adhoc6",10,286,0.615407,0.53567,0.531529,0.500931,0.571086,0.49029,0.220501
"adhoc6",20,286,0.724541,0.658739,0.655876,0.643842,0.677656,0.699159,0.596667
"adhoc6",30,286,0.682835,0.772442,0.774755,0.765927,0.78728,0.825782,0.827492
"adhoc6",40,286,0.800539,0.722197,0.724699,0.724042,0.732983,0.755481,0.729503
"adhoc6",50,286,0.766171,0.780821,0.787003,0.781349,0.794337,0.836467,0.82949
"adhoc6",60,286,0.81647,0.775016,0.776677,0.775069,0.782102,0.83383,0.82429
